Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741048523,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,99.42%,"108.9MiB / 7.637GiB",1.39%,"8.52MB / 5.39MB","0B / 0B",40
1741048535,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,1.72%,"88MiB / 7.637GiB",1.13%,"12.1MB / 14.1MB","0B / 0B",29
1741048535,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,99.51%,"105.7MiB / 7.637GiB",1.35%,"8.87MB / 5.61MB","0B / 0B",40
1741048547,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,3.57%,"88.32MiB / 7.637GiB",1.13%,"12.5MB / 14.7MB","0B / 0B",29
1741048547,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,97.66%,"105MiB / 7.637GiB",1.34%,"9.21MB / 5.83MB","0B / 0B",40
1741048559,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,3.31%,"88.12MiB / 7.637GiB",1.13%,"13MB / 15.2MB","0B / 0B",29
1741048559,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,99.15%,"110.4MiB / 7.637GiB",1.41%,"9.55MB / 6.05MB","0B / 0B",36
1741048571,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,5.94%,"87.95MiB / 7.637GiB",1.12%,"13.5MB / 15.7MB","0B / 0B",29
1741048571,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,98.78%,"113.3MiB / 7.637GiB",1.45%,"9.89MB / 6.26MB","0B / 0B",41
1741048583,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,0.92%,"88.06MiB / 7.637GiB",1.13%,"13.9MB / 16.3MB","0B / 0B",29
1741048583,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,95.01%,"112.4MiB / 7.637GiB",1.44%,"10.2MB / 6.49MB","0B / 0B",37
1741048595,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,0.81%,"88.16MiB / 7.637GiB",1.13%,"14.4MB / 16.8MB","0B / 0B",29
1741048595,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,98.76%,"110.5MiB / 7.637GiB",1.41%,"10.6MB / 6.71MB","0B / 0B",40
1741048607,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,1.55%,"87.91MiB / 7.637GiB",1.12%,"14.9MB / 17.4MB","0B / 0B",29
1741048607,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,98.33%,"116.4MiB / 7.637GiB",1.49%,"10.9MB / 6.95MB","0B / 0B",41
1741048620,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,3.60%,"87.86MiB / 7.637GiB",1.12%,"15.4MB / 17.9MB","0B / 0B",29
1741048620,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,100.18%,"116MiB / 7.637GiB",1.48%,"11.3MB / 7.16MB","0B / 0B",39
1741048632,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,0.87%,"87.72MiB / 7.637GiB",1.12%,"15.8MB / 18.5MB","0B / 0B",29
1741048632,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,97.05%,"118.8MiB / 7.637GiB",1.52%,"11.6MB / 7.39MB","0B / 0B",40
1741048644,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,1.12%,"87.7MiB / 7.637GiB",1.12%,"16.3MB / 19.1MB","0B / 0B",29
1741048644,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,97.44%,"106.6MiB / 7.637GiB",1.36%,"12MB / 7.61MB","0B / 0B",35
